PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"20888265","Feasibility of online seizure detection with continuous EEG monitoring in the intensive care unit","Ponten SC, Ronner HE, Strijers RL, Visser MC, Peerdeman SM, Vandertop WP, Beishuizen A, Girbes AR, Stam CJ.","Seizure. 2010 Nov;19(9):580-6. doi: 10.1016/j.seizure.2010.09.007.","Ponten SC","Seizure","2010","2010/10/05","","","10.1016/j.seizure.2010.09.007"
"20810694","Unsupervised classification of high-frequency oscillations in human neocortical epilepsy and control patients","Blanco JA, Stead M, Krieger A, Viventi J, Marsh WR, Lee KH, Worrell GA, Litt B.","J Neurophysiol. 2010 Nov;104(5):2900-12. doi: 10.1152/jn.01082.2009. Epub 2010 Sep 1.","Blanco JA","J Neurophysiol","2010","2010/09/03","PMC2997042","","10.1152/jn.01082.2009"
"20456657","Neuronal generator patterns of olfactory event-related brain potentials in schizophrenia","Kayser J, Tenke CE, Malaspina D, Kroppmann CJ, Schaller JD, Deptula A, Gates NA, Harkavy-Friedman JM, Gil R, Bruder GE.","Psychophysiology. 2010 Nov;47(6):1075-86. doi: 10.1111/j.1469-8986.2010.01013.x.","Kayser J","Psychophysiology","2010","2010/05/12","PMC3341093","NIHMS370923","10.1111/j.1469-8986.2010.01013.x"
"20673641","Value of 3.0 T MR imaging in refractory partial epilepsy and negative 1.5 T MRI","Nguyen DK, Rochette E, Leroux JM, Beaudoin G, Cossette P, Lassonde M, Guilbert F.","Seizure. 2010 Oct;19(8):475-8. doi: 10.1016/j.seizure.2010.07.002. Epub 2010 Jul 29.","Nguyen DK","Seizure","2010","2010/08/03","","","10.1016/j.seizure.2010.07.002"
"20374541","The effects of electrode impedance on data quality and statistical significance in ERP recordings","Kappenman ES, Luck SJ.","Psychophysiology. 2010 Sep;47(5):888-904. doi: 10.1111/j.1469-8986.2010.01009.x. Epub 2010 Mar 29.","Kappenman ES","Psychophysiology","2010","2010/04/09","PMC2902592","NIHMS175138","10.1111/j.1469-8986.2010.01009.x"
"20815192","A descriptive analysis of neck myoclonus during routine polysomnography","Frauscher B, Brandauer E, Gschliesser V, Falkenstetter T, Furtner MT, Ulmer H, Poewe W, Högl B.","Sleep. 2010 Aug;33(8):1091-6. doi: 10.1093/sleep/33.8.1091.","Frauscher B","Sleep","2010","2010/09/07","PMC2910539","","10.1093/sleep/33.8.1091"
"20644919","Attention modulates motor system activation during action observation: evidence for inhibitory rebound","Schuch S, Bayliss AP, Klein C, Tipper SP.","Exp Brain Res. 2010 Aug;205(2):235-49. doi: 10.1007/s00221-010-2358-4. Epub 2010 Jul 20.","Schuch S","Exp Brain Res","2010","2010/07/21","PMC2914260","","10.1007/s00221-010-2358-4"
"20580319","Cortical and subcortical contributions to absence seizure onset examined with EEG/fMRI","Szaflarski JP, DiFrancesco M, Hirschauer T, Banks C, Privitera MD, Gotman J, Holland SK.","Epilepsy Behav. 2010 Aug;18(4):404-13. doi: 10.1016/j.yebeh.2010.05.009. Epub 2010 Jun 26.","Szaflarski JP","Epilepsy Behav","2010","2010/06/29","PMC2922486","NIHMS208993","10.1016/j.yebeh.2010.05.009"
"20362499","Suppression of deep brain stimulation artifacts from the electroencephalogram by frequency-domain Hampel filtering","Allen DP, Stegemöller EL, Zadikoff C, Rosenow JM, Mackinnon CD.","Clin Neurophysiol. 2010 Aug;121(8):1227-32. doi: 10.1016/j.clinph.2010.02.156. Epub 2010 Apr 1.","Allen DP","Clin Neurophysiol","2010","2010/04/06","PMC2924738","NIHMS194486","10.1016/j.clinph.2010.02.156"
"19945300","Comparison of spectral entropy and bispectral index electroencephalography in coronary artery bypass graft surgery","Baulig W, Seifert B, Schmid ER, Schwarz U.","J Cardiothorac Vasc Anesth. 2010 Aug;24(4):544-9. doi: 10.1053/j.jvca.2009.09.013. Epub 2009 Nov 27.","Baulig W","J Cardiothorac Vasc Anesth","2010","2009/12/01","","","10.1053/j.jvca.2009.09.013"
"20304076","Identifying robust and sensitive frequency bands for interrogating neural oscillations","Shackman AJ, McMenamin BW, Maxwell JS, Greischar LL, Davidson RJ.","Neuroimage. 2010 Jul 15;51(4):1319-33. doi: 10.1016/j.neuroimage.2010.03.037. Epub 2010 Mar 18.","Shackman AJ","Neuroimage","2010","2010/03/23","PMC2871966","NIHMS187177","10.1016/j.neuroimage.2010.03.037"
"20585148","Gaussian mixture models for classification of neonatal seizures using EEG","Thomas EM, Temko A, Lightbody G, Marnane WP, Boylan GB.","Physiol Meas. 2010 Jul;31(7):1047-64. doi: 10.1088/0967-3334/31/7/013. Epub 2010 Jun 28.","Thomas EM","Physiol Meas","2010","2010/06/30","PMC3428723","UKMS49510","10.1088/0967-3334/31/7/013"
"20578033","Electroencephalography (EEG) and event-related potentials (ERPs) with human participants","Light GA, Williams LE, Minow F, Sprock J, Rissling A, Sharp R, Swerdlow NR, Braff DL.","Curr Protoc Neurosci. 2010 Jul;Chapter 6:Unit 6.25.1-24. doi: 10.1002/0471142301.ns0625s52.","Light GA","Curr Protoc Neurosci","2010","2010/06/26","PMC2909037","NIHMS217480","10.1002/0471142301.ns0625s52"
"20210877","Measurement of mismatch negativity in individuals: a study using single-trial analysis","Bishop DV, Hardiman MJ.","Psychophysiology. 2010 Jul 1;47(4):697-705. doi: 10.1111/j.1469-8986.2009.00970.x. Epub 2010 Feb 22.","Bishop DV","Psychophysiology","2010","2010/03/10","PMC2904495","UKMS31184","10.1111/j.1469-8986.2009.00970.x"
"20565751","Extraction of single-trial cortical beta oscillatory activities in EEG signals using empirical mode decomposition","Yeh CL, Chang HC, Wu CH, Lee PL.","Biomed Eng Online. 2010 Jun 17;9:25. doi: 10.1186/1475-925X-9-25.","Yeh CL","Biomed Eng Online","2010","2010/06/23","PMC2910669","","10.1186/1475-925X-9-25"
"20522871","Neurological picture. Focal botulinum toxin injections lead to rapid resolution of myogenic artefact during EEG monitoring","Ekstein D, Shih LC, Sheen V.","J Neurol Neurosurg Psychiatry. 2010 Jun;81(6):637-8. doi: 10.1136/jnnp.2009.181446.","Ekstein D","J Neurol Neurosurg Psychiatry","2010","2010/06/05","PMC3539720","NIHMS378223","10.1136/jnnp.2009.181446"
"20410364","Removal of movement artifact from high-density EEG recorded during walking and running","Gwin JT, Gramann K, Makeig S, Ferris DP.","J Neurophysiol. 2010 Jun;103(6):3526-34. doi: 10.1152/jn.00105.2010. Epub 2010 Apr 21.","Gwin JT","J Neurophysiol","2010","2010/04/23","PMC3774587","","10.1152/jn.00105.2010"
"20074647","Removal of BCG artifacts from EEG recordings inside the MR scanner: a comparison of methodological and validation-related aspects","Vanderperren K, De Vos M, Ramautar JR, Novitskiy N, Mennes M, Assecondi S, Vanrumste B, Stiers P, Van den Bergh BR, Wagemans J, Lagae L, Sunaert S, Van Huffel S.","Neuroimage. 2010 Apr 15;50(3):920-34. doi: 10.1016/j.neuroimage.2010.01.010. Epub 2010 Jan 11.","Vanderperren K","Neuroimage","2010","2010/01/16","","","10.1016/j.neuroimage.2010.01.010"
"19823981","Physical modeling of pulse artefact sources in simultaneous EEG/fMRI","Yan WX, Mullinger KJ, Geirsdottir GB, Bowtell R.","Hum Brain Mapp. 2010 Apr;31(4):604-20. doi: 10.1002/hbm.20891.","Yan WX","Hum Brain Mapp","2010","2009/10/14","PMC6870628","","10.1002/hbm.20891"
"20365772","Dynamics of electroencephalogram entropy and pitfalls of scaling detection","Ignaccolo M, Latka M, Jernajczyk W, Grigolini P, West BJ.","Phys Rev E Stat Nonlin Soft Matter Phys. 2010 Mar;81(3 Pt 1):031909. doi: 10.1103/PhysRevE.81.031909. Epub 2010 Mar 10.","Ignaccolo M","Phys Rev E Stat Nonlin Soft Matter Phys","2010","2010/04/07","","","10.1103/PhysRevE.81.031909"
"19955019","Pitfalls of high-pass filtering for detecting epileptic oscillations: a technical note on ""false"" ripples","Bénar CG, Chauvière L, Bartolomei F, Wendling F.","Clin Neurophysiol. 2010 Mar;121(3):301-10. doi: 10.1016/j.clinph.2009.10.019. Epub 2009 Dec 1.","Bénar CG","Clin Neurophysiol","2010","2009/12/04","","","10.1016/j.clinph.2009.10.019"
"20090187","Radio frequency noise from an MLC: a feasibility study of the use of an MLC for linac-MR systems","Lamey M, Yun J, Burke B, Rathee S, Fallone BG.","Phys Med Biol. 2010 Feb 21;55(4):981-94. doi: 10.1088/0031-9155/55/4/005. Epub 2010 Jan 20.","Lamey M","Phys Med Biol","2010","2010/01/22","PMC2910753","CAMS1345","10.1088/0031-9155/55/4/005"
"20063319","MEG detection of delayed auditory evoked responses in autism spectrum disorders: towards an imaging biomarker for autism","Roberts TP, Khan SY, Rey M, Monroe JF, Cannon K, Blaskey L, Woldoff S, Qasmieh S, Gandal M, Schmidt GL, Zarnow DM, Levy SE, Edgar JC.","Autism Res. 2010 Feb;3(1):8-18. doi: 10.1002/aur.111.","Roberts TP","Autism Res","2010","2010/01/12","PMC3099241","NIHMS268847","10.1002/aur.111"
"20032241","Rectification of the EMG signal impairs the identification of oscillatory input to the muscle","Neto OP, Christou EA.","J Neurophysiol. 2010 Feb;103(2):1093-103. doi: 10.1152/jn.00792.2009. Epub 2009 Dec 23.","Neto OP","J Neurophysiol","2010","2009/12/25","PMC2822682","","10.1152/jn.00792.2009"
"19892021","Good practices in EEG-MRI: the utility of retrospective synchronization and PCA for the removal of MRI gradient artefacts","Mandelkow H, Brandeis D, Boesiger P.","Neuroimage. 2010 Feb 1;49(3):2287-303. doi: 10.1016/j.neuroimage.2009.10.050. Epub 2009 Nov 3.","Mandelkow H","Neuroimage","2010","2009/11/07","","","10.1016/j.neuroimage.2009.10.050"
"19833218","Validation of ICA-based myogenic artifact correction for scalp and source-localized EEG","McMenamin BW, Shackman AJ, Maxwell JS, Bachhuber DR, Koppenhaver AM, Greischar LL, Davidson RJ.","Neuroimage. 2010 Feb 1;49(3):2416-32. doi: 10.1016/j.neuroimage.2009.10.010. Epub 2009 Oct 13.","McMenamin BW","Neuroimage","2010","2009/10/17","PMC2818255","NIHMS150978","10.1016/j.neuroimage.2009.10.010"
"19662656","Correction for pulse height variability reduces physiological noise in functional MRI when studying spontaneous brain activity","van Houdt PJ, Ossenblok PP, Boon PA, Leijten FS, Velis DN, Stam CJ, de Munck JC.","Hum Brain Mapp. 2010 Feb;31(2):311-25. doi: 10.1002/hbm.20866.","van Houdt PJ","Hum Brain Mapp","2010","2009/08/08","PMC6870885","","10.1002/hbm.20866"
"22315542","Improving the response of accelerometers for automotive applications by using LMS adaptive filters","Hernandez W, de Vicente J, Sergiyenko O, Fernández E.","Sensors (Basel). 2010;10(1):313-29. doi: 10.3390/s100100313. Epub 2009 Dec 31.","Hernandez W","Sensors (Basel)","2010","2012/02/09","PMC3270843","","10.3390/s100100313"
"21792383","Spectral pattern analysis of propofol induced spindle oscillations in the presence of auditory stimulations","Ozgoren M, Bayazit O, Gokmen N, Oniz A.","Open Neuroimag J. 2010;4:121-9. doi: 10.2174/1874440001004010121. Epub 2010 Sep 8.","Ozgoren M","Open Neuroimag J","2010","2011/07/28","PMC3141347","","10.2174/1874440001004010121"
"21096544","Improving phase congruency for EEG data reduction","Logesparan L, Rodriguez-Villegas E.","Annu Int Conf IEEE Eng Med Biol Soc. 2010;2010:642-5. doi: 10.1109/IEMBS.2010.5627244.","Logesparan L","Annu Int Conf IEEE Eng Med Biol Soc","2010","2010/11/25","","","10.1109/IEMBS.2010.5627244"
"20383278","Brain responses evoked by high-frequency repetitive transcranial magnetic stimulation: an event-related potential study","Hamidi M, Slagter HA, Tononi G, Postle BR.","Brain Stimul. 2010 Jan;3(1):2-14. doi: 10.1016/j.brs.2009.04.001.","Hamidi M","Brain Stimul","2010","2010/04/13","PMC2850212","NIHMS111661","10.1016/j.brs.2009.04.001"
"20012350","Methodology for combined TMS and EEG","Ilmoniemi RJ, Kicić D.","Brain Topogr. 2010 Jan;22(4):233-48. doi: 10.1007/s10548-009-0123-4. Epub 2009 Dec 10.","Ilmoniemi RJ","Brain Topogr","2010","2009/12/17","PMC2800178","","10.1007/s10548-009-0123-4"
"19647798","Independent component analysis reveals dynamic ictal BOLD responses in EEG-fMRI data from focal epilepsy patients","LeVan P, Tyvaert L, Moeller F, Gotman J.","Neuroimage. 2010 Jan 1;49(1):366-78. doi: 10.1016/j.neuroimage.2009.07.064. Epub 2009 Aug 6.","LeVan P","Neuroimage","2010","2009/08/04","PMC3779215","CAMS3408","10.1016/j.neuroimage.2009.07.064"
"19900285","Single-trial classification of NIRS signals during emotional induction tasks: towards a corporeal machine interface","Tai K, Chau T.","J Neuroeng Rehabil. 2009 Nov 9;6:39. doi: 10.1186/1743-0003-6-39.","Tai K","J Neuroeng Rehabil","2009","2009/11/11","PMC2779792","","10.1186/1743-0003-6-39"
"19818944","Magnetoencephalographic analysis in patients with vagus nerve stimulator","Tanaka N, Thiele EA, Madsen JR, Bourgeois BF, Stufflebeam SM.","Pediatr Neurol. 2009 Nov;41(5):383-7. doi: 10.1016/j.pediatrneurol.2009.06.007.","Tanaka N","Pediatr Neurol","2009","2009/10/13","PMC2761246","NIHMS133809","10.1016/j.pediatrneurol.2009.06.007"
"19695985","Detection of discontinuous patterns in spontaneous brain activity of neonates and fetuses","Vairavan S, Eswaran H, Haddad N, Rose DF, Preissl H, Wilson JD, Lowery CL, Govindan RB.","IEEE Trans Biomed Eng. 2009 Nov;56(11 Pt 2):2725-9. doi: 10.1109/TBME.2009.2028875. Epub 2009 Aug 18.","Vairavan S","IEEE Trans Biomed Eng","2009","2009/08/22","PMC2947836","NIHMS238314","10.1109/TBME.2009.2028875"
"19580873","Development, validation, and comparison of ICA-based gradient artifact reduction algorithms for simultaneous EEG-spiral in/out and echo-planar fMRI recordings","Ryali S, Glover GH, Chang C, Menon V.","Neuroimage. 2009 Nov 1;48(2):348-61. doi: 10.1016/j.neuroimage.2009.06.072. Epub 2009 Jul 4.","Ryali S","Neuroimage","2009","2009/07/08","PMC2745974","NIHMS130469","10.1016/j.neuroimage.2009.06.072"
"19807920","Electroencephalographic correlates of Chronic Fatigue Syndrome","Decker MJ, Tabassum H, Lin JM, Reeves WC.","Behav Brain Funct. 2009 Oct 6;5:43. doi: 10.1186/1744-9081-5-43.","Decker MJ","Behav Brain Funct","2009","2009/10/08","PMC2765956","","10.1186/1744-9081-5-43"
"19365799","Simultaneously recorded EEG-fMRI: removal of gradient artifacts by subtraction of head movement related average artifact waveforms","Sun L, Hinrichs H.","Hum Brain Mapp. 2009 Oct;30(10):3361-77. doi: 10.1002/hbm.20758.","Sun L","Hum Brain Mapp","2009","2009/04/15","PMC6870712","","10.1002/hbm.20758"
"19172631","A method for accurate group difference detection by constraining the mixing coefficients in an ICA framework","Sui J, Adali T, Pearlson GD, Clark VP, Calhoun VD.","Hum Brain Mapp. 2009 Sep;30(9):2953-70. doi: 10.1002/hbm.20721.","Sui J","Hum Brain Mapp","2009","2009/01/28","PMC2733923","NIHMS98775","10.1002/hbm.20721"
"19682385","Extracting complexity waveforms from one-dimensional signals","Kalauzi A, Bojić T, Rakić L.","Nonlinear Biomed Phys. 2009 Aug 14;3(1):8. doi: 10.1186/1753-4631-3-8.","Kalauzi A","Nonlinear Biomed Phys","2009","2009/08/18","PMC2739215","","10.1186/1753-4631-3-8"
"20234848","GENERALIZED SIDELOBE CANCELLER FOR MAGNETOENCEPHALOGRAPHY ARRAYS","Mosher JC, Hämäläinen MS, Pantazis D, Hui HB, Burgess RC, Leahy RM.","Proc IEEE Int Symp Biomed Imaging. 2009 Aug 7;2009:149-152. doi: 10.1109/ISBI.2009.5193005.","Mosher JC","Proc IEEE Int Symp Biomed Imaging","2009","2010/03/18","PMC2838207","NIHMS164379","10.1109/ISBI.2009.5193005"
"19602985","A multistage system for the automated detection of epileptic seizures in neonatal electroencephalography","Mitra J, Glover JR, Ktonas PY, Thitai Kumar A, Mukherjee A, Karayiannis NB, Frost JD Jr, Hrachovy RA, Mizrahi EM.","J Clin Neurophysiol. 2009 Aug;26(4):218-26. doi: 10.1097/WNP.0b013e3181b2f29d.","Mitra J","J Clin Neurophysiol","2009","2009/07/16","PMC2760540","NIHMS139870","10.1097/WNP.0b013e3181b2f29d"
"19539525","Removing muscle and eye artifacts using blind source separation techniques in ictal EEG source imaging","Hallez H, De Vos M, Vanrumste B, Van Hese P, Assecondi S, Van Laere K, Dupont P, Van Paesschen W, Van Huffel S, Lemahieu I.","Clin Neurophysiol. 2009 Jul;120(7):1262-72. doi: 10.1016/j.clinph.2009.05.010. Epub 2009 Jun 17.","Hallez H","Clin Neurophysiol","2009","2009/06/23","","","10.1016/j.clinph.2009.05.010"
"19264143","Signal quality of simultaneously recorded invasive and non-invasive EEG","Ball T, Kern M, Mutschler I, Aertsen A, Schulze-Bonhage A.","Neuroimage. 2009 Jul 1;46(3):708-16. doi: 10.1016/j.neuroimage.2009.02.028. Epub 2009 Mar 2.","Ball T","Neuroimage","2009","2009/03/07","","","10.1016/j.neuroimage.2009.02.028"
"18726909","Independent component analysis as a model-free approach for the detection of BOLD changes related to epileptic spikes: a simulation study","LeVan P, Gotman J.","Hum Brain Mapp. 2009 Jul;30(7):2021-31. doi: 10.1002/hbm.20647.","LeVan P","Hum Brain Mapp","2009","2008/08/30","PMC3792083","CAMS3467","10.1002/hbm.20647"
"19375455","Graphical modelling for brain connectivity via partial coherence","Medkour T, Walden AT, Burgess A.","J Neurosci Methods. 2009 Jun 15;180(2):374-83. doi: 10.1016/j.jneumeth.2009.04.003. Epub 2009 Apr 16.","Medkour T","J Neurosci Methods","2009","2009/04/21","","","10.1016/j.jneumeth.2009.04.003"
"22563305","A Highly Backdrivable, Lightweight Knee Actuator for Investigating Gait in Stroke","Sulzer JS, Roiz RA, Peshkin MA, Patton JL.","IEEE Trans Robot. 2009 Jun;25(3):539-548. doi: 10.1109/TRO.2009.2019788.","Sulzer JS","IEEE Trans Robot","2009","2012/05/08","PMC3342704","NIHMS355470","10.1109/TRO.2009.2019788"
"19214730","Electromyogenic artifacts and electroencephalographic inferences","Shackman AJ, McMenamin BW, Slagter HA, Maxwell JS, Greischar LL, Davidson RJ.","Brain Topogr. 2009 Jun;22(1):7-12. doi: 10.1007/s10548-009-0079-4. Epub 2009 Feb 12.","Shackman AJ","Brain Topogr","2009","2009/02/14","PMC2712576","NIHMS95380","10.1007/s10548-009-0079-4"
"19298626","Validation of regression-based myogenic correction techniques for scalp and source-localized EEG","McMenamin BW, Shackman AJ, Maxwell JS, Greischar LL, Davidson RJ.","Psychophysiology. 2009 May;46(3):578-92. doi: 10.1111/j.1469-8986.2009.00787.x. Epub 2009 Mar 4.","McMenamin BW","Psychophysiology","2009","2009/03/21","PMC2677703","NIHMS82796","10.1111/j.1469-8986.2009.00787.x"
"18661502","Removal of magnetoencephalographic artifacts with temporal signal-space separation: demonstration with single-trial auditory-evoked responses","Taulu S, Hari R.","Hum Brain Mapp. 2009 May;30(5):1524-34. doi: 10.1002/hbm.20627.","Taulu S","Hum Brain Mapp","2009","2008/07/29","PMC6871056","","10.1002/hbm.20627"
"18548559","Influence of ocular filtering in EEG data on the assessment of drug-induced effects on the brain","Romero S, Mañanas MA, Barbanoj MJ.","Hum Brain Mapp. 2009 May;30(5):1470-80. doi: 10.1002/hbm.20614.","Romero S","Hum Brain Mapp","2009","2008/06/13","PMC6870813","","10.1002/hbm.20614"
"19150500","Fast optical signal not detected in awake behaving monkeys","Radhakrishnan H, Vanduffel W, Deng HP, Ekstrom L, Boas DA, Franceschini MA.","Neuroimage. 2009 Apr 1;45(2):410-9. doi: 10.1016/j.neuroimage.2008.12.014. Epub 2008 Dec 25.","Radhakrishnan H","Neuroimage","2009","2009/01/20","PMC2648855","NIHMS84811","10.1016/j.neuroimage.2008.12.014"
"19289737","High-frequency oscillations mirror disease activity in patients with epilepsy","Zijlmans M, Jacobs J, Zelmann R, Dubeau F, Gotman J.","Neurology. 2009 Mar 17;72(11):979-86. doi: 10.1212/01.wnl.0000344402.20334.81.","Zijlmans M","Neurology","2009","2009/03/18","PMC3797085","CAMS3470","10.1212/01.wnl.0000344402.20334.81"
"19129295","A simple quantitative method for analyzing electrographic status epilepticus in rats","Lehmkuhle MJ, Thomson KE, Scheerlinck P, Pouliot W, Greger B, Dudek FE.","J Neurophysiol. 2009 Mar;101(3):1660-70. doi: 10.1152/jn.91062.2008. Epub 2009 Jan 7.","Lehmkuhle MJ","J Neurophysiol","2009","2009/01/09","PMC2666396","","10.1152/jn.91062.2008"
"19342324","Removal of BCG artifacts using a non-Kirchhoffian overcomplete representation","Dyrholm M, Goldman R, Sajda P, Brown TR.","IEEE Trans Biomed Eng. 2009 Feb;56(2):200-4. doi: 10.1109/TBME.2008.2005952.","Dyrholm M","IEEE Trans Biomed Eng","2009","2009/04/04","PMC2665919","NIHMS64903","10.1109/TBME.2008.2005952"
"19147896","Interpretation of the auto-mutual information rate of decrease in the context of biomedical signal analysis. Application to electroencephalogram recordings","Escudero J, Hornero R, Abásolo D.","Physiol Meas. 2009 Feb;30(2):187-99. doi: 10.1088/0967-3334/30/2/006. Epub 2009 Jan 16.","Escudero J","Physiol Meas","2009","2009/01/17","","","10.1088/0967-3334/30/2/006"
"26844328","Fourier Approach for Functional Imaging","Kalatsky VA.","In: Frostig RD, editor. In Vivo Optical Imaging of Brain Function. 2nd edition. Boca Raton (FL): CRC Press/Taylor & Francis; 2009. Chapter 10.","Kalatsky VA","In Vivo Optical Imaging of Brain Function","2009","2009/01/01","","",""
"19922343","Application of independent component analysis for the data mining of simultaneous Eeg-fMRI: preliminary experience on sleep onset","Lee JH, Oh S, Jolesz FA, Park H, Yoo SS.","Int J Neurosci. 2009;119(8):1118-36. doi: 10.1080/00207450902854627.","Lee JH","Int J Neurosci","2009","2009/11/20","PMC2905810","NIHMS209042","10.1080/00207450902854627"
"18852113","Permutation entropy of the electroencephalogram: a measure of anaesthetic drug effect","Olofsen E, Sleigh JW, Dahan A.","Br J Anaesth. 2008 Dec;101(6):810-21. doi: 10.1093/bja/aen290. Epub 2008 Oct 12.","Olofsen E","Br J Anaesth","2008","2008/10/15","","","10.1093/bja/aen290"
"18795054","Ultrahigh speed spectral / Fourier domain OCT ophthalmic imaging at 70,000 to 312,500 axial scans per second","Potsaid B, Gorczynska I, Srinivasan VJ, Chen Y, Jiang J, Cable A, Fujimoto JG.","Opt Express. 2008 Sep 15;16(19):15149-69. doi: 10.1364/oe.16.015149.","Potsaid B","Opt Express","2008","2008/09/17","PMC2743204","NIHMS84291","10.1364/oe.16.015149"
"18674562","Testing for nested oscillation","Penny WD, Duzel E, Miller KJ, Ojemann JG.","J Neurosci Methods. 2008 Sep 15;174(1):50-61. doi: 10.1016/j.jneumeth.2008.06.035. Epub 2008 Jul 15.","Penny WD","J Neurosci Methods","2008","2008/08/05","PMC2675174","","10.1016/j.jneumeth.2008.06.035"
"18713691","Removal of the eye-blink artifacts from EEGs via STF-TS modeling and robust minimum variance beamforming","Nazarpour K, Wongsawat Y, Sanei S, Chambers JA, Oraintara S.","IEEE Trans Biomed Eng. 2008 Sep;55(9):2221-31. doi: 10.1109/TBME.2008.919847.","Nazarpour K","IEEE Trans Biomed Eng","2008","2008/08/21","","","10.1109/TBME.2008.919847"
"18595799","Noise reduction in rhythmic and multitrial biosignals with applications to event-related potentials","Celka P, Le KN, Cutmore TR.","IEEE Trans Biomed Eng. 2008 Jul;55(7):1809-21. doi: 10.1109/TBME.2008.919851.","Celka P","IEEE Trans Biomed Eng","2008","2008/07/04","","","10.1109/TBME.2008.919851"
"18334383","Error-related EEG potentials generated during simulated brain-computer interaction","Ferrez PW, del R Millan J.","IEEE Trans Biomed Eng. 2008 Mar;55(3):923-9. doi: 10.1109/TBME.2007.908083.","Ferrez PW","IEEE Trans Biomed Eng","2008","2008/03/13","","","10.1109/TBME.2007.908083"
"18287271","MRI-based correction for partial-volume effect improves detectability of intractable epileptogenic foci on 123I-iomazenil brain SPECT images","Kato H, Shimosegawa E, Oku N, Kitagawa K, Kishima H, Saitoh Y, Kato A, Yoshimine T, Hatazawa J.","J Nucl Med. 2008 Mar;49(3):383-9. doi: 10.2967/jnumed.107.046136. Epub 2008 Feb 20.","Kato H","J Nucl Med","2008","2008/02/22","","","10.2967/jnumed.107.046136"
"18222418","A comparative study of automatic techniques for ocular artifact reduction in spontaneous EEG signals based on clinical target variables: a simulation case","Romero S, Mañanas MA, Barbanoj MJ.","Comput Biol Med. 2008 Mar;38(3):348-60. doi: 10.1016/j.compbiomed.2007.12.001. Epub 2008 Jan 28.","Romero S","Comput Biol Med","2008","2008/01/29","","","10.1016/j.compbiomed.2007.12.001"
"17971060","Auto-adaptive averaging: detecting artifacts in event-related potential data using a fully automated procedure","Talsma D.","Psychophysiology. 2008 Mar;45(2):216-28. doi: 10.1111/j.1469-8986.2007.00612.x. Epub 2007 Oct 26.","Talsma D","Psychophysiology","2008","2007/11/01","","","10.1111/j.1469-8986.2007.00612.x"
"17688963","Unmixing concurrent EEG-fMRI with parallel independent component analysis","Eichele T, Calhoun VD, Moosmann M, Specht K, Jongsma ML, Quiroga RQ, Nordby H, Hugdahl K.","Int J Psychophysiol. 2008 Mar;67(3):222-34. doi: 10.1016/j.ijpsycho.2007.04.010. Epub 2007 Aug 3.","Eichele T","Int J Psychophysiol","2008","2007/08/11","PMC2649878","NIHMS42659","10.1016/j.ijpsycho.2007.04.010"
"18495053","Evaluating and monitoring analgesia and sedation in the intensive care unit","Sessler CN, Grap MJ, Ramsay MA.","Crit Care. 2008;12 Suppl 3(Suppl 3):S2. doi: 10.1186/cc6148. Epub 2008 May 14.","Sessler CN","Crit Care","2008","2008/06/17","PMC2391268","","10.1186/cc6148"
"17869027","Smaller feedback ERN amplitudes during the BART are associated with a greater family history density of alcohol problems in treatment-naïve alcoholics","Fein G, Chang M.","Drug Alcohol Depend. 2008 Jan 1;92(1-3):141-8. doi: 10.1016/j.drugalcdep.2007.07.017. Epub 2007 Sep 14.","Fein G","Drug Alcohol Depend","2008","2007/09/18","PMC2430520","NIHMS37327","10.1016/j.drugalcdep.2007.07.017"
"18064066","Effect of heartbeat perception on heartbeat evoked potential waves","Yuan H, Yan HM, Xu XG, Han F, Yan Q.","Neurosci Bull. 2007 Nov;23(6):357-62. doi: 10.1007/s12264-007-0053-7.","Yuan H","Neurosci Bull","2007","2007/12/08","PMC5550650","","10.1007/s12264-007-0053-7"
"17766149","A comparative study of different artefact removal algorithms for EEG signals acquired during functional MRI","Grouiller F, Vercueil L, Krainik A, Segebarth C, Kahane P, David O.","Neuroimage. 2007 Oct 15;38(1):124-37. doi: 10.1016/j.neuroimage.2007.07.025. Epub 2007 Aug 7.","Grouiller F","Neuroimage","2007","2007/09/04","","","10.1016/j.neuroimage.2007.07.025"
"17624443","Denoising based on time-shift PCA","de Cheveigné A, Simon JZ.","J Neurosci Methods. 2007 Sep 30;165(2):297-305. doi: 10.1016/j.jneumeth.2007.06.003. Epub 2007 Jun 8.","de Cheveigné A","J Neurosci Methods","2007","2007/07/13","PMC2018742","NIHMS29687","10.1016/j.jneumeth.2007.06.003"
"17867368","Origin of the radio frequency pulse artifact in simultaneous EEG-fMRI recording: rectification at the carbon-metal interface","Negishi M, Pinus BI, Pinus AB, Constable RT.","IEEE Trans Biomed Eng. 2007 Sep;54(9):1725-7. doi: 10.1109/TBME.2007.891940.","Negishi M","IEEE Trans Biomed Eng","2007","2007/09/18","PMC3498845","NIHMS419491","10.1109/TBME.2007.891940"
"17653264","Single trial classification of motor imagination using 6 dry EEG electrodes","Popescu F, Fazli S, Badower Y, Blankertz B, Müller KR.","PLoS One. 2007 Jul 25;2(7):e637. doi: 10.1371/journal.pone.0000637.","Popescu F","PLoS One","2007","2007/07/27","PMC1914378","","10.1371/journal.pone.0000637"
